Year,State,Beverage Type,Beverage Gallon,Ethanol Gallon,Population(>14),Average(>14),Decile(>14),Population(>21),Average(>21),Decile(>21),Source,ABV,Ethanol by ABV
1971,Kentucky,Beer,52139000.0,2346255,2438236,9623,8.0,1978745,11857,8.0,,,
1971,Kentucky,All Beverages,,4687615,2438236,19225,8.0,1978745,23690,8.0,,,
1971,Louisiana,Spirits,5702000.0,2565900,2643998,9705,6.0,2102001,12207,6.0,,,
1971,Louisiana,Wine,5436000.0,869760,2643998,3290,4.0,2102001,4138,4.0,,,
1971,Louisiana,Beer,68724000.0,3092580,2643998,11697,6.0,2102001,14713,5.0,,,
1971,Louisiana,All Beverages,,6528240,2643998,24691,6.0,2102001,31057,6.0,,,
1971,Maine,Spirits,1650000.0,742500,749278,9910,6.0,614613,12081,6.0,,,
1971,Maine,Wine,1867000.0,298720,749278,3987,3.0,614613,4860,3.0,,,
1971,Maine,Beer,21206000.0,954270,749278,12736,3.0,614613,15526,4.0,,,
1971,Maine,All Beverages,,1995490,749278,26632,5.0,614613,32467,5.0,,,
1971,Maryland,Spirits,9377000.0,4219650,2940868,14348,2.0,2409210,17515,2.0,,,
1971,Maryland,Wine,5213000.0,834080,2940868,2836,5.0,2409210,3462,5.0,,,
1971,Maryland,Beer,83812000.0,3771540,2940868,12825,3.0,2409210,15655,3.0,,,
1971,Maryland,All Beverages,,8825270,2940868,30009,3.0,2409210,36631,2.0,,,
1971,Massachusetts,Spirits,13089000.0,5890050,4302486,13690,3.0,3559538,16547,3.0,,,
1971,Massachusetts,Wine,10051000.0,1608160,4302486,3738,3.0,3559538,4518,4.0,,,
1971,Massachusetts,Beer,110110000.0,4954950,4302486,11516,6.0,3559538,13920,6.0,,,
1971,Massachusetts,All Beverages,,12453160,4302486,28944,3.0,3559538,34985,3.0,,,
1971,Michigan,Spirits,15374000.0,6918300,6498960,10645,5.0,5238275,13207,5.0,,,
1971,Michigan,Wine,11246000.0,1799360,6498960,2769,5.0,5238275,3435,5.0,,,
1971,Michigan,Beer,195328000.0,8789760,6498960,13525,2.0,5238275,16780,2.0,,,
1971,Michigan,All Beverages,,17507420,6498960,26939,5.0,5238275,33422,4.0,,,
1971,Minnesota,Spirits,8054000.0,3624300,2800251,12943,4.0,2265237,16000,4.0,,,
1971,Minnesota,Wine,3564000.0,570240,2800251,2036,6.0,2265237,2517,6.0,,,
1971,Minnesota,Beer,71779000.0,3230055,2800251,11535,6.0,2265237,14259,6.0,,,
1971,Minnesota,All Beverages,,7424595,2800251,26514,5.0,2265237,32776,5.0,,,
1971,Mississippi,Spirits,2679000.0,1205550,1618613,7448,9.0,1282579,9399,9.0,,,
1971,Mississippi,Wine,1022000.0,163520,1618613,1010,10.0,1282579,1275,9.0,,,
1971,Mississippi,Beer,32566000.0,1465470,1618613,9054,9.0,1282579,11426,8.0,,,
1971,Mississippi,All Beverages,,2834540,1618613,17512,9.0,1282579,22100,9.0,,,
1971,Missouri,Spirits,7436000.0,3346200,3544936,9439,7.0,2924758,11441,7.0,,,
1971,Missouri,Wine,4124000.0,659840,3544936,1861,7.0,2924758,2256,7.0,,,
1971,Missouri,Beer,89253000.0,4016385,3544936,11330,7.0,2924758,13732,7.0,,,
1971,Missouri,All Beverages,,8022425,3544936,22631,7.0,2924758,27429,7.0,,,
1971,Montana,Spirits,1211000.0,544950,519812,10484,6.0,418430,13024,5.0,,,
1971,Montana,Wine,477000.0,76320,519812,1468,8.0,418430,1824,8.0,,,
1971,Montana,Beer,17946000.0,807570,519812,15536,1.0,418430,19300,1.0,,,
1971,Montana,All Beverages,,1428840,519812,27488,4.0,418430,34148,4.0,,,
1971,Nebraska,Spirits,2546000.0,1145700,1118161,10246,6.0,913405,12543,6.0,,,
1971,Nebraska,Wine,1126000.0,180160,1118161,1611,8.0,913405,1972,8.0,,,
1971,Nebraska,Beer,33508000.0,1507860,1118161,13485,2.0,913405,16508,2.0,,,
1971,Nebraska,All Beverages,,2833720,1118161,25343,6.0,913405,31024,6.0,,,
1971,Nevada,Spirits,2690000.0,1210500,380827,31786,1.0,317556,38119,1.0,,,
1971,Nevada,Wine,1683000.0,269280,380827,7071,1.0,317556,8480,1.0,,,
1971,Nevada,Beer,14492000.0,652140,380827,17124,1.0,317556,20536,1.0,,,
1971,Nevada,All Beverages,,2131920,380827,55981,1.0,317556,67135,1.0,,,
1971,New,Spirits,3828000.0,1722600,559435,30792,1.0,461866,37297,1.0,,,
1971,New,Wine,1385000.0,221600,559435,3961,3.0,461866,4798,3.0,,,
1971,New,Beer,22200000.0,999000,559435,17857,1.0,461866,21630,1.0,,,
1971,New,All Beverages,,2943200,559435,52610,1.0,461866,63724,1.0,,,
1971,New,Spirits,16440000.0,7398000,5440722,13597,3.0,4545133,16277,3.0,,,
1971,New,Wine,14333000.0,2293280,5440722,4215,2.0,4545133,5046,2.0,,,
1971,New,Beer,139962000.0,6298290,5440722,11576,6.0,4545133,13857,6.0,,,
1971,New,All Beverages,,15989570,5440722,29389,3.0,4545133,35180,3.0,,,
1971,New,Spirits,1528000.0,687600,737485,9324,7.0,580886,11837,7.0,,,
1971,New,Wine,1761000.0,281760,737485,3821,3.0,580886,4851,3.0,,,
1971,New,Beer,20613000.0,927585,737485,12578,4.0,580886,15968,3.0,,,
1971,New,All Beverages,,1896945,737485,25722,5.0,580886,32656,5.0,,,
1971,New,Spirits,43333000.0,19499850,13872367,14057,2.0,11629941,16767,2.0,,,
1971,New,Wine,38515000.0,6162400,13872367,4442,2.0,11629941,5299,2.0,,,
1971,New,Beer,357646000.0,16094070,13872367,11602,6.0,11629941,13838,7.0,,,
1971,New,All Beverages,,41756320,13872367,30100,2.0,11629941,35904,3.0,,,
1971,North,Spirits,7710000.0,3469500,3851550,9008,7.0,3103016,11181,7.0,,,
1971,North,Wine,4673000.0,747680,3851550,1941,6.0,3103016,2410,6.0,,,
1971,North,Beer,66203000.0,2979135,3851550,7735,10.0,3103016,9601,10.0,,,
1971,North,All Beverages,,7196315,3851550,18684,9.0,3103016,23191,8.0,,,
1971,North,Spirits,1073000.0,482850,458709,10526,5.0,365542,13209,5.0,,,
1971,North,Wine,354000.0,56640,458709,1235,9.0,365542,1549,9.0,,,
1971,North,Beer,12831000.0,577395,458709,12587,4.0,365542,15796,3.0,,,
1971,North,All Beverages,,1116885,458709,24348,6.0,365542,30554,6.0,,,
1971,Ohio,Spirits,14150000.0,6367500,7903561,8056,8.0,6448795,9874,8.0,,,
1971,Ohio,Wine,10567000.0,1690720,7903561,2139,6.0,6448795,2622,6.0,,,
1971,Ohio,Beer,209719000.0,9437355,7903561,11941,5.0,6448795,14634,6.0,,,
1971,Ohio,All Beverages,,17495575,7903561,22136,7.0,6448795,27130,7.0,,,
1971,Oklahoma,Spirits,3520000.0,1584000,1978410,8006,8.0,1628378,9727,8.0,,,
1971,Oklahoma,Wine,2111000.0,337760,1978410,1707,7.0,1628378,2074,7.0,,,
1971,Oklahoma,Beer,35000000.0,1575000,1978410,7961,10.0,1628378,9672,10.0,,,
1971,Oklahoma,All Beverages,,3496760,1978410,17675,9.0,1628378,21474,9.0,,,
1971,Oregon,Spirits,3276000.0,1474200,1621675,9091,7.0,1330941,11076,7.0,,,
1971,Oregon,Wine,4553000.0,728480,1621675,4492,2.0,1330941,5473,1.0,,,
1971,Oregon,Beer,43433000.0,1954485,1621675,12052,5.0,1330941,14685,5.0,,,
1971,Oregon,All Beverages,,4157165,1621675,25635,6.0,1330941,31235,6.0,,,
1971,Pennsylvania,Spirits,16558000.0,7451100,8997540,8281,8.0,7462206,9985,8.0,,,
1971,Pennsylvania,Wine,12131000.0,1940960,8997540,2157,6.0,7462206,2601,6.0,,,
1971,Pennsylvania,Beer,253364000.0,11401380,8997540,12672,4.0,7462206,15279,4.0,,,
1971,Pennsylvania,All Beverages,,20793440,8997540,23110,6.0,7462206,27865,7.0,,,
1971,Rhode,Spirits,1904000.0,856800,731584,11712,4.0,605244,14156,4.0,,,
1971,Rhode,Wine,2057000.0,329120,731584,4499,1.0,605244,5438,2.0,,,
1971,Rhode,Beer,20690000.0,931050,731584,12726,3.0,605244,15383,4.0,,,
1971,Rhode,All Beverages,,2116970,731584,28937,4.0,605244,34977,4.0,,,
1971,South,Spirits,4727000.0,2127150,1933334,11002,4.0,1527030,13930,4.0,,,
1971,South,Wine,2296000.0,367360,1933334,1900,7.0,1527030,2406,7.0,,,
1971,South,Beer,36498000.0,1642410,1933334,8495,9.0,1527030,10756,9.0,,,
1971,South,All Beverages,,4136920,1933334,21398,8.0,1527030,27091,8.0,,,
1971,South,Spirits,1065000.0,479250,493861,9704,6.0,394462,12149,6.0,,,
1971,South,Wine,486000.0,77760,493861,1575,8.0,394462,1971,8.0,,,
1971,South,Beer,10685000.0,480825,493861,9736,8.0,394462,12189,8.0,,,
1971,South,All Beverages,,1037835,493861,21015,8.0,394462,26310,8.0,,,
1971,Tennessee,Spirits,3966000.0,1784700,2994737,5959,10.0,2453005,7276,10.0,,,
1971,Tennessee,Wine,1932000.0,309120,2994737,1032,9.0,2453005,1260,9.0,,,
1971,Tennessee,Beer,62180000.0,2798100,2994737,9343,8.0,2453005,11407,9.0,,,
1971,Tennessee,All Beverages,,4891920,2994737,16335,10.0,2453005,19943,10.0,,,
1971,Texas,Spirits,13643000.0,6139350,8393263,7315,9.0,6791207,9040,9.0,,,
1971,Texas,Wine,10162000.0,1625920,8393263,1937,7.0,6791207,2394,7.0,,,
1971,Texas,Beer,253171000.0,11392695,8393263,13574,2.0,6791207,16776,2.0,,,
1971,Texas,All Beverages,,19157965,8393263,22825,7.0,6791207,28210,7.0,,,
1971,Utah,Spirits,984000.0,442800,766903,5774,10.0,594783,7445,10.0,,,
1971,Utah,Wine,709000.0,113440,766903,1479,8.0,594783,1907,8.0,,,
1971,Utah,Beer,12961000.0,583245,766903,7605,10.0,594783,9806,10.0,,,
1971,Utah,All Beverages,,1139485,766903,14858,10.0,594783,19158,10.0,,,
1971,Vermont,Spirits,1328000.0,597600,331711,18016,1.0,269164,22202,1.0,,,
1971,Vermont,Wine,986000.0,157760,331711,4756,1.0,269164,5861,1.0,,,
1971,Vermont,Beer,11083000.0,498735,331711,15035,1.0,269164,18529,1.0,,,
1971,Vermont,All Beverages,,1254095,331711,37807,1.0,269164,46592,1.0,,,
1971,Virginia,Spirits,7915000.0,3561750,3519914,10119,6.0,2864136,12436,6.0,,,
1971,Virginia,Wine,5054000.0,808640,3519914,2297,6.0,2864136,2823,6.0,,,
1971,Virginia,Beer,81473000.0,3666285,3519914,10416,7.0,2864136,12801,7.0,,,
1971,Virginia,All Beverages,,8036675,3519914,22832,7.0,2864136,28060,7.0,,,
1971,Washington,Spirits,6058000.0,2726100,2567834,10616,5.0,2096931,13000,6.0,,,
1971,Washington,Wine,6979000.0,1116640,2567834,4349,2.0,2096931,5325,2.0,,,
1971,Washington,Beer,70009000.0,3150405,2567834,12269,4.0,2096931,15024,4.0,,,
1971,Washington,All Beverages,,6993145,2567834,27234,4.0,2096931,33349,5.0,,,
1971,West,Spirits,2204000.0,991800,1335677,7425,9.0,1095525,9053,9.0,,,
1971,West,Wine,844000.0,135040,1335677,1011,10.0,1095525,1233,10.0,,,
1971,West,Beer,26169000.0,1177605,1335677,8817,9.0,1095525,10749,9.0,,,
1971,West,All Beverages,,2304445,1335677,17253,9.0,1095525,21035,9.0,,,
1971,Wisconsin,Spirits,9145000.0,4115250,3255248,12642,4.0,2638416,15597,4.0,,,
1971,Wisconsin,Wine,5063000.0,810080,3255248,2489,5.0,2638416,3070,5.0,,,
1971,Wisconsin,Beer,126195000.0,5678775,3255248,17445,1.0,2638416,21523,1.0,,,
1971,Wisconsin,All Beverages,,10604105,3255248,32575,2.0,2638416,40191,2.0,,,
1971,Wyoming,Spirits,653000.0,293850,248688,11816,4.0,200571,14651,4.0,,,
1971,Wyoming,Wine,286000.0,45760,248688,1840,7.0,200571,2281,7.0,,,
1971,Wyoming,Beer,7316000.0,329220,248688,13238,3.0,200571,16414,3.0,,,
1971,Wyoming,All Beverages,,668830,248688,26894,5.0,200571,33346,5.0,,,
1971,Northeast Region,Spirits,105448000.0,47451600,37264256,12734,,31042684,15286,,,,
1971,Northeast Region,Wine,86565000.0,13850400,37264256,3717,,31042684,4462,,,,
1971,Northeast Region,Beer,986642000.0,44398890,37264256,11915,,31042684,14303,,,,
1971,Northeast Region,All Beverages,,105700890,37264256,28365,,31042684,34050,,,,
1971,Midwest Region,Spirits,96067000.0,43230150,42020458,10288,,34265837,12616,,,,
1971,Midwest Region,Wine,58074000.0,9291840,42020458,2211,,34265837,2712,,,,
1971,Midwest Region,Beer,1145313000.0,51539085,42020458,12265,,34265837,15041,,,,
1971,Midwest Region,All Beverages,,104061075,42020458,24764,,34265837,30369,,,,
1971,South Region,Spirits,106139000.0,47762550,47584904,10037,,38724994,12334,,,,
1971,South Region,Wine,60723000.0,9715680,47584904,2042,,38724994,2509,,,,
1971,South Region,Beer,1097322000.0,49379490,47584904,10377,,38724994,12751,,,,
1971,South Region,All Beverages,,106857720,47584904,22456,,38724994,27594,,,,
1971,West Region,Spirits,74463000.0,33508350,26477442,12655,,21654226,15474,,,,
1971,West Region,Wine,90369000.0,14459040,26477442,5461,,21654226,6677,,,,
1971,West Region,Beer,690307000.0,31063815,26477442,11732,,21654226,14345,,,,
1971,West Region,All Beverages,,79031205,26477442,29849,,21654226,36497,,,,
1971,United States,Spirits,382117000.0,171952650,153347060,11213,,125687741,13681,,,,
1971,United States,Wine,295731000.0,47316960,153347060,3086,,125687741,3765,,,,
1971,United States,Beer,3919584000.0,176381280,153347060,11502,,125687741,14033,,,,
1971,United States,All Beverages,,395650890,153347060,25801,,125687741,31479,,,,
1972,Alabama,Spirits,4707000.0,2024010,2611541,7750,8.0,2109740,9594,8.0,,,
1972,Alabama,Wine,1587000.0,230115,2611541,881,10.0,2109740,1091,10.0,,,
1972,Alabama,Beer,42719000.0,1922355,2611541,7361,10.0,2109740,9112,10.0,,,
1972,Alabama,All Beverages,,4176480,2611541,15992,10.0,2109740,19796,10.0,,,
1972,Alaska,Spirits,972000.0,417960,223908,18667,1.0,175638,23797,1.0,,,
1972,Alaska,Wine,634000.0,91930,223908,4106,2.0,175638,5234,2.0,,,
1972,Alaska,Beer,6038000.0,271710,223908,12135,5.0,175638,15470,4.0,,,
1972,Alaska,All Beverages,,781600,223908,34907,1.0,175638,44501,1.0,,,
1972,Arizona,Spirits,3603000.0,1549290,1472335,10523,5.0,1192052,12997,6.0,,,
1972,Arizona,Wine,3398000.0,492710,1472335,3346,4.0,1192052,4133,4.0,,,
1972,Arizona,Beer,47949000.0,2157705,1472335,14655,2.0,1192052,18101,2.0,,,
1972,Arizona,All Beverages,,4199705,1472335,28524,3.0,1192052,35231,3.0,,,
1972,Arkansas,Spirits,1999000.0,859570,1513030,5681,10.0,1244592,6906,10.0,,,
1972,Arkansas,Wine,1372000.0,198940,1513030,1315,9.0,1244592,1598,9.0,,,
1972,Arkansas,Beer,25614000.0,1152630,1513030,7618,10.0,1244592,9261,10.0,,,
1972,Arkansas,All Beverages,,2211140,1513030,14614,10.0,1244592,17766,10.0,,,
1972,California,Spirits,47930000.0,20609900,15550186,13254,3.0,12815357,16082,3.0,,,
1972,California,Wine,70363000.0,10202635,15550186,6561,1.0,12815357,7961,1.0,,,
1972,California,Beer,401928000.0,18086760,15550186,11631,6.0,12815357,14113,6.0,,,
1972,California,All Beverages,,48899295,15550186,31446,2.0,12815357,38157,2.0,,,
1972,Colorado,Spirits,5280000.0,2270400,1785786,12714,3.0,1441422,15751,3.0,,,
1972,Colorado,Wine,4506000.0,653370,1785786,3659,3.0,1441422,4533,3.0,,,
1972,Colorado,Beer,50444000.0,2269980,1785786,12711,3.0,1441422,15748,4.0,,,
1972,Colorado,All Beverages,,5193750,1785786,29084,3.0,1441422,36032,3.0,,,
1972,Connecticut,Spirits,7377000.0,3172110,2308372,13742,2.0,1914298,16571,2.0,,,
1972,Connecticut,Wine,5495000.0,796775,2308372,3452,3.0,1914298,4162,3.0,,,
1972,Connecticut,Beer,49282000.0,2217690,2308372,9607,8.0,1914298,11585,9.0,,,
1972,Connecticut,All Beverages,,6186575,2308372,26801,5.0,1914298,32318,5.0,,,
1972,Delaware,Spirits,1558000.0,669940,422431,15859,2.0,340770,19660,2.0,,,
1972,Delaware,Wine,754000.0,109330,422431,2588,5.0,340770,3208,5.0,,,
1972,Delaware,Beer,11338000.0,510210,422431,12078,5.0,340770,14972,5.0,,,
1972,Delaware,All Beverages,,1289480,422431,30525,2.0,340770,37840,2.0,,,
1972,District,Spirits,5566000.0,2393380,581285,41174,1.0,487404,49105,1.0,,,
1972,District,Wine,3543000.0,513735,581285,8838,1.0,487404,10540,1.0,,,
1972,District,Beer,17165000.0,772425,581285,13288,3.0,487404,15848,3.0,,,
1972,District,All Beverages,,3679540,581285,63300,1.0,487404,75493,1.0,,,
1972,Florida,Spirits,20229000.0,8698470,5815639,14957,2.0,4893370,17776,2.0,,,
1972,Florida,Wine,12953000.0,1878185,5815639,3230,4.0,4893370,3838,4.0,,,
1972,Florida,Beer,159410000.0,7173450,5815639,12335,5.0,4893370,14660,6.0,,,
1972,Florida,All Beverages,,17750105,5815639,30521,2.0,4893370,36274,2.0,,,
1972,Georgia,Spirits,9079000.0,3903970,3517422,11099,4.0,2844566,13724,4.0,,,
1972,Georgia,Wine,3758000.0,544910,3517422,1549,8.0,2844566,1916,8.0,,,
1972,Georgia,Beer,69731000.0,3137895,3517422,8921,9.0,2844566,11031,9.0,,,
1972,Georgia,All Beverages,,7586775,3517422,21569,7.0,2844566,26671,7.0,,,
1972,Hawaii,Spirits,1481000.0,636830,608512,10465,6.0,489729,13004,5.0,,,
1972,Hawaii,Wine,1103000.0,159935,608512,2628,5.0,489729,3266,5.0,,,
1972,Hawaii,Beer,15965000.0,718425,608512,11806,6.0,489729,14670,5.0,,,
1972,Hawaii,All Beverages,,1515190,608512,24900,6.0,489729,30939,6.0,,,
1972,Idaho,Spirits,969000.0,416670,557366,7476,8.0,445325,9357,9.0,,,
1972,Idaho,Wine,1043000.0,151235,557366,2713,5.0,445325,3396,5.0,,,
1972,Idaho,Beer,16465000.0,740925,557366,13293,3.0,445325,16638,3.0,,,
1972,Idaho,All Beverages,,1308830,557366,23482,6.0,445325,29390,6.0,,,
1972,Illinois,Spirits,25946000.0,11156780,8408937,13268,3.0,6923089,16115,3.0,,,
1972,Illinois,Wine,17932000.0,2600140,8408937,3092,4.0,6923089,3756,4.0,,,
1972,Illinois,Beer,224590000.0,10106550,8408937,12019,6.0,6923089,14598,6.0,,,
1972,Illinois,All Beverages,,23863470,8408937,28379,4.0,6923089,34469,3.0,,,
1972,Indiana,Spirits,6090000.0,2618700,3915276,6688,10.0,3179511,8236,10.0,,,
1972,Indiana,Wine,3340000.0,484300,3915276,1237,9.0,3179511,1523,9.0,,,
1972,Indiana,Beer,86690000.0,3901050,3915276,9964,8.0,3179511,12269,8.0,,,
1972,Indiana,All Beverages,,7004050,3915276,17889,9.0,3179511,22029,9.0,,,
1972,Iowa,Spirits,3426000.0,1473180,2139954,6884,9.0,1751841,8409,9.0,,,
1972,Iowa,Wine,1177000.0,170665,2139954,798,10.0,1751841,974,10.0,,,
1972,Iowa,Beer,53119000.0,2390355,2139954,11170,7.0,1751841,13645,7.0,,,
1972,Iowa,All Beverages,,4034200,2139954,18852,8.0,1751841,23028,9.0,,,
1972,Kansas,Spirits,2661000.0,1144230,1715066,6672,10.0,1400226,8172,10.0,,,
1972,Kansas,Wine,1335000.0,193575,1715066,1129,9.0,1400226,1382,9.0,,,
1972,Kansas,Beer,36662000.0,1649790,1715066,9619,8.0,1400226,11782,8.0,,,
1972,Kansas,All Beverages,,2987595,1715066,17420,9.0,1400226,21337,9.0,,,
1972,Kentucky,Spirits,4699000.0,2020570,2478842,8151,8.0,2015493,10025,8.0,,,
1972,Kentucky,Wine,1672000.0,242440,2478842,978,10.0,2015493,1203,10.0,,,
1972,Kentucky,Beer,54099000.0,2434455,2478842,9821,8.0,2015493,12079,8.0,,,
1972,Kentucky,All Beverages,,4697465,2478842,18950,8.0,2015493,23307,8.0,,,
1972,Louisiana,Spirits,5998000.0,2579140,2704829,9535,7.0,2154326,11972,6.0,,,
1972,Louisiana,Wine,5690000.0,825050,2704829,3050,4.0,2154326,3830,4.0,,,
1972,Louisiana,Beer,72811000.0,3276495,2704829,12114,5.0,2154326,15209,5.0,,,
1972,Louisiana,All Beverages,,6680685,2704829,24699,6.0,2154326,31011,6.0,,,
1972,Maine,Spirits,1755000.0,754650,769430,9808,6.0,630605,11967,6.0,,,
1972,Maine,Wine,1253000.0,181685,769430,2361,6.0,630605,2881,6.0,,,
1972,Maine,Beer,22347000.0,1005615,769430,13070,3.0,630605,15947,3.0,,,
1972,Maine,All Beverages,,1941950,769430,25239,6.0,630605,30795,6.0,,,
1972,Maryland,Spirits,9829000.0,4226470,3010494,14039,2.0,2458657,17190,2.0,,,
1972,Maryland,Wine,6128000.0,888560,3010494,2952,4.0,2458657,3614,4.0,,,
1972,Maryland,Beer,83732000.0,3767940,3010494,12516,4.0,2458657,15325,4.0,,,
1972,Maryland,All Beverages,,8882970,3010494,29507,2.0,2458657,36129,2.0,,,
1972,Massachusetts,Spirits,13610000.0,5852300,4360121,13422,2.0,3601477,16250,2.0,,,
1972,Massachusetts,Wine,10882000.0,1577890,4360121,3619,3.0,3601477,4381,3.0,,,
1972,Massachusetts,Beer,113369000.0,5101605,4360121,11701,6.0,3601477,14165,6.0,,,
1972,Massachusetts,All Beverages,,12531795,4360121,28742,3.0,3601477,34796,3.0,,,
1972,Michigan,Spirits,16219000.0,6974170,6605696,10558,5.0,5316067,13119,5.0,,,
1972,Michigan,Wine,12391000.0,1796695,6605696,2720,5.0,5316067,3380,5.0,,,
1972,Michigan,Beer,201363000.0,9061335,6605696,13717,2.0,5316067,17045,2.0,,,
1972,Michigan,All Beverages,,17832200,6605696,26995,4.0,5316067,33544,5.0,,,
1972,Minnesota,Spirits,7735000.0,3326050,2843297,11698,4.0,2298019,14474,4.0,,,
1972,Minnesota,Wine,3911000.0,567095,2843297,1994,6.0,2298019,2468,6.0,,,
1972,Minnesota,Beer,71296000.0,3208320,2843297,11284,7.0,2298019,13961,6.0,,,
1972,Minnesota,All Beverages,,7101465,2843297,24976,6.0,2298019,30903,6.0,,,
1972,Mississippi,Spirits,2879000.0,1237970,1664185,7439,9.0,1321658,9367,8.0,,,
1972,Mississippi,Wine,1292000.0,187340,1664185,1126,9.0,1321658,1417,9.0,,,
1972,Mississippi,Beer,34663000.0,1559835,1664185,9373,9.0,1321658,11802,8.0,,,
1972,Mississippi,All Beverages,,2985145,1664185,17938,9.0,1321658,22586,9.0,,,
1972,Missouri,Spirits,7662000.0,3294660,3593991,9167,7.0,2962419,11122,7.0,,,
1972,Missouri,Wine,4705000.0,682225,3593991,1898,7.0,2962419,2303,7.0,,,
1972,Missouri,Beer,90158000.0,4057110,3593991,11289,7.0,2962419,13695,7.0,,,
1972,Missouri,All Beverages,,8033995,3593991,22354,7.0,2962419,27120,7.0,,,
1972,Montana,Spirits,1295000.0,556850,531431,10478,5.0,427823,13016,5.0,,,
1972,Montana,Wine,588000.0,85260,531431,1604,8.0,427823,1993,8.0,,,
1972,Montana,Beer,17988000.0,809460,531431,15232,1.0,427823,18920,1.0,,,
1972,Montana,All Beverages,,1451570,531431,27314,4.0,427823,33929,4.0,,,
1972,Nebraska,Spirits,2577000.0,1108110,1138152,9736,6.0,930358,11911,7.0,,,
1972,Nebraska,Wine,1224000.0,177480,1138152,1559,8.0,930358,1908,8.0,,,
1972,Nebraska,Beer,32124000.0,1445580,1138152,12701,4.0,930358,15538,4.0,,,
1972,Nebraska,All Beverages,,2731170,1138152,23997,6.0,930358,29356,6.0,,,
1972,Nevada,Spirits,3134000.0,1347620,405253,33254,1.0,336578,40039,1.0,,,
1972,Nevada,Wine,1983000.0,287535,405253,7095,1.0,336578,8543,1.0,,,
1972,Nevada,Beer,15880000.0,714600,405253,17633,1.0,336578,21231,1.0,,,
1972,Nevada,All Beverages,,2349755,405253,57982,1.0,336578,69813,1.0,,,
1972,New,Spirits,4143000.0,1781490,578174,30812,1.0,477977,37271,1.0,,,
1972,New,Wine,1494000.0,216630,578174,3747,3.0,477977,4532,3.0,,,
1972,New,Beer,22877000.0,1029465,578174,17805,1.0,477977,21538,1.0,,,
1972,New,All Beverages,,3027585,578174,52365,1.0,477977,63342,1.0,,,
1972,New,Spirits,17060000.0,7335800,5526846,13273,3.0,4607493,15921,3.0,,,
1972,New,Wine,15733000.0,2281285,5526846,4128,2.0,4607493,4951,2.0,,,
1972,New,Beer,137527000.0,6188715,5526846,11198,7.0,4607493,13432,7.0,,,
1972,New,All Beverages,,15805800,5526846,28598,3.0,4607493,34305,4.0,,,
1972,New,Spirits,1725000.0,741750,764279,9705,6.0,601122,12339,6.0,,,
1972,New,Wine,1822000.0,264190,764279,3457,3.0,601122,4395,3.0,,,
1972,New,Beer,23264000.0,1046880,764279,13698,2.0,601122,17415,2.0,,,
1972,New,All Beverages,,2052820,764279,26860,5.0,601122,34150,4.0,,,
1972,New,Spirits,40225000.0,17296750,13966964,12384,4.0,11694089,14791,4.0,,,
1972,New,Wine,41985000.0,6087825,13966964,4359,2.0,11694089,5206,2.0,,,
1972,New,Beer,353893000.0,15925185,13966964,11402,6.0,11694089,13618,7.0,,,
1972,New,All Beverages,,39309760,13966964,28145,4.0,11694089,33615,4.0,,,
1972,North,Spirits,7894000.0,3394420,3954784,8583,7.0,3194386,10626,7.0,,,
1972,North,Wine,5718000.0,829110,3954784,2096,6.0,3194386,2596,6.0,,,
1972,North,Beer,69684000.0,3135780,3954784,7929,10.0,3194386,9817,10.0,,,
1972,North,All Beverages,,7359310,3954784,18609,9.0,3194386,23038,8.0,,,
1972,North,Spirits,1190000.0,511700,467762,10939,5.0,373103,13715,5.0,,,
1972,North,Wine,517000.0,74965,467762,1603,8.0,373103,2009,8.0,,,
1972,North,Beer,13199000.0,593955,467762,12698,4.0,373103,15919,3.0,,,
1972,North,All Beverages,,1180620,467762,25240,5.0,373103,31643,5.0,,,
1972,Ohio,Spirits,14379000.0,6182970,7990359,7738,8.0,6508237,9500,8.0,,,
1972,Ohio,Wine,10970000.0,1590650,7990359,1991,7.0,6508237,2444,7.0,,,
1972,Ohio,Beer,208787000.0,9395415,7990359,11758,6.0,6508237,14436,6.0,,,
